queue_position,video_id,upload_date,final_caption,original_caption,was_translated,views,duration_s,sort_ts
1399,7416078869179944198,2024-09-18,"The world championship is done! We made it again, 4x world champion !!","The world championship is done! We made it again, 4x world champion !!",0,3300000,14,1726690426
1400,7416807905120292101,2024-09-20,Sliding out to a sand barrel,Sliding out to a sand barrel,0,326900,11,1726860171
1401,7416824980790463749,2024-09-20,"Ocean fragrance with an urban touch, this is the … one and only #EnergíaUrbana #SienteLaAdrenalina #AguasSport #VictorioyLucchino #Publi","Fragrância do mar com toque urbano, esse é o … único #EnergíaUrbana #SienteLaAdrenalina #AguasSport #VictorioyLucchino #Publi",1,29200,38,1726864145
1402,7417199519936433413,2024-09-21,We went to the streets! Storm brings the ocean the city of Rio,We went to the streets! Storm brings the ocean the city of Rio,0,22800,61,1726951348
1403,7417591024282782982,2024-09-22,The fastest way to ride a wave,The fastest way to ride a wave,0,68600,12,1727042503
1404,7417859766640282885,2024-09-23,A dream come true! Thanks to everyone involved ❤️,A dream come true! Thanks to everyone involved ❤️,0,14500,62,1727105075
1405,7418331627710844166,2024-09-24,Enjoying the California siders,Enjoying the California siders,0,80000,17,1727214944
1406,7418700250396855557,2024-09-25,Great part of the process is to believe in yourself,Great part of the process is to believe in yourself,0,41400,11,1727300767
1407,7419070947455487238,2024-09-26,The kid disappeared 🫣,The kid disappeared 🫣,0,25800,10,1727387073
1408,7419438954367225093,2024-09-27,I was traveling around Africa and found the most crazy wave ever,I was traveling around Africa and found the most crazy wave ever,0,14800,11,1727472756
1409,7419737357810781445,2024-09-28,Best feeling in the world,Best feeling in the world,0,318300,12,1727542233
1410,7420486132229491974,2024-09-30,Wave that takes you from a beach to another,Wave that takes you from a beach to another,0,18300,11,1727716572
1411,7420921305601428741,2024-10-01,In search for waves in Angola,In search for waves in Angola,0,37100,13,1727817891
1412,7421640739739684102,2024-10-03,It’s about time 🫡 Wave videos: @gigantesdenazare,It’s about time 🫡 Wave videos: @gigantesdenazare,0,16300,61,1727985402
1413,7421822918662917382,2024-10-04,The dream is real 🌊,The dream is real 🌊,0,34500,47,1728027824
1414,7422288391972195590,2024-10-05,Chaotic summer sessions are always fun,Chaotic summer sessions are always fun,0,33000,9,1728136192
1415,7422734375382420742,2024-10-06,Is this the perfect skimboard wave 🤔,Is this the perfect skimboard wave 🤔,0,67800,9,1728240029
1416,7423479100947303685,2024-10-08,"The big wave season is here, and my skimboard is ready","The big wave season is here, and my skimboard is ready",0,28700,18,1728413427
1417,7423899029492256006,2024-10-09,A moment to remember! PS: the ending is the best 😂,A moment to remember! PS: the ending is the best 😂,0,87700,61,1728511202
1418,7424218402899758342,2024-10-10,Is this a dream or reality?,Is this a dream or reality?,0,31700,28,1728585557
1419,7424627346700848389,2024-10-11,Back home for a little session 🇧🇷,Back home for a little session 🇧🇷,0,108900,5,1728680777
1420,7425749066316778757,2024-10-14,When the sun is too strong to handle the session @hot buttered eyewear. ™️,When the sun is too strong to handle the session @hot buttered eyewear. ™️,0,25600,11,1728941945
1421,7426135145322745093,2024-10-15,Testing out our @Red Bull flavor experience @Red Bull Brasil 🇧🇷,Testando a nossa experiência de sabores da @Red Bull @Red Bull Brasil 🇧🇷,1,16500,138,1729031838
1422,7426491968429100293,2024-10-16,When you can’t hold on to get the first wave 🫣,When you can’t hold on to get the first wave 🫣,0,2500000,61,1729114917
1423,7426862165467909381,2024-10-17,The shirt is ready to hold forever 👀 @RESERVA,The shirt is ready to hold forever 👀 @RESERVA,0,20300,12,1729201106
1424,7427444647376506117,2024-10-19,Party wave with my portuguese skim community,Party wave with my portuguese skim community,0,20700,12,1729336730
1425,7427598745665031429,2024-10-19,A special day sharing with the skimboard kids,Um dia especial a partilhar com os crias de skimboard,1,14700,61,1729372606
1426,7427959581801729285,2024-10-20,Nothing like a good slide out,Nothing like a good slide out,0,301700,10,1729456620
1427,7428333991314427141,2024-10-21,Sometimes we need to forget about physics,Sometimes we need to forget about physics,0,32000,11,1729543797
1428,7429018900983008517,2024-10-23,If you fall in the middle of these waves you might get stuck there forever,If you fall in the middle of these waves you might get stuck there forever,0,18900,63,1729703261
1429,7429460043172465925,2024-10-24,What people think when they see us skimboarding,What people think when they see us skimboarding,0,96900,7,1729805972
1430,7429772949688782086,2024-10-25,The scariest moment of our lives,The scariest moment of our lives,0,3600000,28,1729878829
1431,7430180788924058886,2024-10-26,Flying high from the shorebreak,Flying high from the shorebreak,0,475700,7,1729973783
1432,7430577508413754629,2024-10-27,Timing is key 🔑 filmed by @João Serrão,Timing is key 🔑 filmed by @João Serrão,0,17200,26,1730066158
1433,7430961227347627269,2024-10-28,Which angle wins?,Which angle wins?,0,572200,18,1730155498
1434,7431326878033612038,2024-10-29,There’s no good session of skimboard without a good wipeout,There’s no good session of skimboard without a good wipeout,0,49200,7,1730240630
1435,7431689724101676294,2024-10-30,The happiness didn’t fit my body 😂,The happiness didn’t fit my body 😂,0,22000,60,1730325108
1436,7432005306961595653,2024-10-31,How to steal a wave from a longboarder,How to steal a wave from a longboarder,0,62600,11,1730398584
1437,7432405723771915525,2024-11-01,Scary moments that you have to be ready for if you’re surfing big waves,Scary moments that you have to be ready for if you’re surfing big waves,0,47100,61,1730491818
1438,7432784674386119942,2024-11-02,Another day with perfect skim waves in Portugal,Another day with perfect skim waves in Portugal,0,29800,9,1730580046
1439,7433157311411113222,2024-11-03,He reacted with the fall 🐟,He reacted with the fall 🐟,0,20600,16,1730666810
1440,7433560183034432773,2024-11-04,Scoring all time waves in Portugal!,Scoring all time waves in Portugal!,0,306100,14,1730760612
1441,7433929945690295558,2024-11-05,Starting the week with a good splash 💦,Starting the week with a good splash 💦,0,24400,10,1730846707
1442,7434271292603370807,2024-11-06,Witnessing a wave like this in the middle of the cliffs was something special,Witnessing a wave like this in the middle of the cliffs was something special,0,142600,10,1730926182
1443,7434666036374359351,2024-11-07,We went big buddy 🫶🏼 let’s keep going,We went big buddy 🫶🏼 let’s keep going,0,24300,17,1731018091
1444,7434996575312612663,2024-11-08,Making the impossible possible,Making the impossible possible,0,28500,63,1731095047
1445,7435346584059071800,2024-11-09,Sliding out is the best feeling ever,Sliding out is the best feeling ever,0,100100,9,1731176539
1446,7435665504125078840,2024-11-10,Going far for a little fun one,Going far for a little fun one,0,138300,12,1731250792
1447,7436045632252513591,2024-11-11,Last minute session before the light goes away,Last minute session before the light goes away,0,266600,15,1731339299
1448,7436517095401098551,2024-11-12,"A few years ago i told myself i would learn the most difficult trick on a skimboard, inspired by skate, now i can flip too!","A few years ago i told myself i would learn the most difficult trick on a skimboard, inspired by skate, now i can flip too!",0,41700,12,1731449074
1449,7436897820189166903,2024-11-13,We always find that shade 🌊,We always find that shade 🌊,0,34600,11,1731537715
1450,7437242739684674872,2024-11-14,@Exile Skimboards just slides forever,@Exile Skimboards just slides forever,0,715800,12,1731618022
1451,7437848580242541879,2024-11-16,Full session of this novelty wave,Full session of this novelty wave,0,305400,64,1731759080
1452,7438359097373658423,2024-11-17,Who needs to paddle when you can slide out?,Who needs to paddle when you can slide out?,0,224700,10,1731877943
1453,7438713485715967288,2024-11-18,Finding some cool things to do when the waves are small in Nazare,Finding some cool things to do when the waves are small in Nazare,0,53500,61,1731960457
1454,7439106895098531128,2024-11-19,My favorite waves in the world,My favorite waves in the world,0,553200,14,1732052055
1455,7439858134845394231,2024-11-21,"Surfing big waves is the highest level of surfing. For that you have to be fully prepared, body and mind. The Red Bull training week is always fun to keep us in shape for the big swell @Red Bull Surfing","Surfing big waves is the highest level of surfing. For that you have to be fully prepared, body and mind. The Red Bull training week is always fun to keep us in shape for the big swell @Red Bull Surfing",0,57100,64,1732226965
1456,7440223590366072119,2024-11-22,Never let them know your next move,Never let them know your next move,0,43900,10,1732312053
1457,7440542406967184696,2024-11-23,Can’t get much better than this,Can’t get much better than this,0,545200,18,1732386286
1458,7440915679395712312,2024-11-24,Just wanna chill and catch my wave,Just wanna chill and catch my wave,0,293400,16,1732473198
1459,7441346298978094392,2024-11-25,This might be the craziest air I’ve ever done,This might be the craziest air I’ve ever done,0,513600,9,1732573460
1460,7441713309579021624,2024-11-26,The big wave season is here! It’s time to make my skimboard fly,The big wave season is here! It’s time to make my skimboard fly,0,222500,32,1732658905
1461,7442096618322578744,2024-11-27,One second can change everything in big wave surfing Shot by @Yunes Khader,One second can change everything in big wave surfing Shot by @Yunes Khader,0,40400000,18,1732748156
1462,7442686104379133240,2024-11-29,We are ready for everything! How many layers did you count?,We are ready for everything! How many layers did you count?,0,2100000,91,1732885404
1463,7443172047066303800,2024-11-30,You can’t get a better session than this,You can’t get a better session than this,0,124600,62,1732998546
1464,7443580187087949111,2024-12-01,Barrel time hits different on a skimboard 🙂‍↔️🙂‍↕️ Shot by @Yunes Khader,Barrel time hits different on a skimboard 🙂‍↔️🙂‍↕️ Shot by @Yunes Khader,0,48400,19,1733093577
1465,7443951206185110840,2024-12-02,What does skimboarding a moving mountain looks like,What does skimboarding a moving mountain looks like,0,64900,16,1733179962
1466,7444326259556912439,2024-12-03,The surf coliseum,The surf coliseum,0,52800,61,1733267285
1467,7444665891758918967,2024-12-04,You guessed it! @Red Bull got us the best training week possible,You guessed it! @Red Bull got us the best training week possible,0,61700,28,1733346363
1468,7445038693523508536,2024-12-05,"We keep pushing the limit, wondering what would be like in 2025 Video by @Eric Wittkopf","We keep pushing the limit, wondering what would be like in 2025 Video by @Eric Wittkopf",0,36400,65,1733433164
1469,7445428836629548294,2024-12-06,Sliding around and getting barreled without fins Video by @Above Creators,Sliding around and getting barreled without fins Video by @Above Creators,0,63600,24,1733523999
1470,7445750538970467590,2024-12-07,Best feeling in the world: Sliding out for a nice wave,Best feeling in the world: Sliding out for a nice wave,0,162200,11,1733598899
1471,7446182744922541318,2024-12-08,Finless action in the big waves paradise,Finless action in the big waves paradise,0,44400,20,1733699529
1472,7446543472229633285,2024-12-09,Flying out to a perfect liner,Flying out to a perfect liner,0,236900,8,1733783518
1473,7446917557644168454,2024-12-10,Story behind my craziest rescue ever with @willsantana_,Story behind my craziest rescue ever with @willsantana_,0,1100000,61,1733870617
1474,7447239627250928902,2024-12-11,The secret to train my legs,The secret to train my legs,0,2900000,15,1733945602
